data,valor_fechamento,criptomoeda,volume_compra,volume_venda,change,gain,loss,avg_gain,avg_loss,rs,rsi,ema_short,ema_long,macd,macd_signal,indicativo_macd,max_50,gradiente_ema_curto,gradiente_ema_longo,grad_n3,grad_n5,grad_n7,grad_n10,grad_n12,grad_n15,grad_n20
2025-09-06 01:30:00,204.27,SOLUSDT,10889.211,2221095.90783,,0.0,-0.0,,,,,204.27,204.27,0.0,0.0,Neutro,204.27,,,,,,,,,
2025-09-06 01:45:00,204.41,SOLUSDT,16284.707,3329214.07435,0.13999999999998636,0.13999999999998636,-0.0,,,,,204.305,204.2768292682927,0.028170731707319874,0.005634146341463975,Alta,204.41,0.03499999999996817,0.006829268292648294,,,,,,,
2025-09-06 02:00:00,203.87,SOLUSDT,8911.148,1820053.70694,-0.539999999999992,0.0,0.539999999999992,,,,,204.19625000000002,204.25698393813207,-0.06073393813204575,-0.007639470553237971,Baixa,204.41,-0.036874999999998395,-0.006508030933971678,-0.036874999999998395,,,,,,
2025-09-06 02:15:00,203.56,SOLUSDT,42721.597,8697956.0731,-0.3100000000000023,0.0,0.3100000000000023,,,,,204.03718750000002,204.2229847216378,-0.18579722163778456,-0.04327102077014729,Baixa,204.41,-0.08071875000001925,-0.016089116524734194,-0.13390624999998066,,,,,,
2025-09-06 02:30:00,203.58,SOLUSDT,14783.151,3010255.90915,0.020000000000010232,0.020000000000010232,-0.0,,,,,203.922890625,204.1916196132652,-0.2687289882651953,-0.0883626142691569,Baixa,204.41,-0.09620312499999328,-0.02106053201243464,-0.13667968750001785,-0.09620312499999328,,,,,
2025-09-06 02:45:00,204.31,SOLUSDT,14537.134,2965499.49987,0.7299999999999898,0.7299999999999898,-0.0,,,,,204.01966796875,204.19739426627666,-0.1777262975266467,-0.10623535092065486,Baixa,204.41,-0.08440234375000776,-0.022423432889892386,-0.008759765625010138,-0.08440234375000776,,,,,
2025-09-06 03:00:00,203.98,SOLUSDT,8536.578,1742691.3114,-0.3300000000000125,0.0,0.3300000000000125,,,,,204.00975097656251,204.1867896679217,-0.17703869135917216,-0.12039601900835832,Baixa,204.41,-0.03905175781251774,-0.016597899578195806,0.043430175781233114,-0.03905175781251774,-0.05802751813614527,,,,
2025-09-06 03:15:00,204.38,SOLUSDT,13625.023,2784045.02826,0.4000000000000057,0.4000000000000057,-0.0,,,,,204.1023132324219,204.1962145621694,-0.09390132974749577,-0.11509708115618582,Alta,204.41,0.021711181640636054,-0.005837026428065411,0.04132263183592289,0.021711181640636054,-0.03566349574495796,,,,
2025-09-06 03:30:00,204.21,SOLUSDT,10288.937,2100389.85635,-0.1699999999999875,0.0,0.1699999999999875,,,,,204.12923492431642,204.19688702255135,-0.06765209823493024,-0.10560808457193471,Alta,204.41,0.04953338623046896,0.0009355114465064542,0.05974197387692762,0.04953338623046896,0.0005738067626953561,,,,
2025-09-06 03:45:00,204.07,SOLUSDT,7218.743,1472456.90988,-0.14000000000001478,0.0,0.14000000000001478,,,,,204.1144261932373,204.19069741169517,-0.07627121845786178,-0.09974071134912013,Alta,204.41,0.03090003967284667,-0.0003296354533458822,0.006056480407707038,0.03090003967284667,0.025966069357741758,-0.018701429424868136,,,
2025-09-06 04:00:00,203.5,SOLUSDT,10868.541,2213379.35101,-0.5699999999999932,0.0,0.5699999999999932,,,,,203.960819644928,204.1570048550271,-0.1961852100991166,-0.11902961109911943,Baixa,204.41,-0.008574970245378328,-0.006508677626331195,-0.08420763969422136,-0.008574970245378328,0.01509955201830184,-0.016253344795925516,,,
2025-09-06 04:15:00,203.71,SOLUSDT,9071.004,1846088.12746,0.21000000000000796,0.21000000000000796,-0.0,,,,,203.898114733696,204.13519974014773,-0.23708500645173558,-0.14264069016964268,Baixa,204.41,-0.057681227684022965,-0.01619118115679107,-0.10815572977065512,-0.057681227684022965,-0.016086050271992162,-0.011144554051480625,-0.023680209163179814,,
2025-09-06 04:30:00,203.24,SOLUSDT,14347.732,2919518.66426,-0.46999999999999886,0.0,0.46999999999999886,,,,,203.73358605027198,204.09153146014052,-0.3579454098685346,-0.1857016341094211,Baixa,204.41,-0.10076092076301409,-0.026620879636900414,-0.11361679732801136,-0.10076092076301409,-0.05018953770397995,-0.0173281125083222,-0.0284070100192441,,
2025-09-06 04:45:00,203.23,SOLUSDT,6183.638,1257688.82671,-0.010000000000019327,0.0,0.010000000000019327,0.10714285714285714,0.18142857142857288,0.5905511811023575,37.12871287128695,203.60768953770398,204.0495055352556,-0.4418159975516289,-0.23692450679786267,Baixa,204.41,-0.12407069057227045,-0.034785714776585486,-0.14521259799599293,-0.12407069057227045,-0.08898143899228447,-0.03537487226002486,-0.032633928843091374,,
2025-09-06 05:00:00,203.27,SOLUSDT,18033.613,3664564.60483,0.040000000000020464,0.040000000000020464,-0.0,0.10234693877551167,0.1684693877551034,0.6075105996365877,37.79201205727219,203.52326715327797,204.01148087499922,-0.48821372172125166,-0.2871823497825405,Baixa,204.41,-0.11655301792922108,-0.037674216494800336,-0.10515944849704592,-0.11655301792922108,-0.10923607924420664,-0.06044024510411284,-0.04017474733162504,-0.042349343064909645,
2025-09-06 05:15:00,202.74,SOLUSDT,66740.35,13535323.9958,-0.5300000000000011,0.0,0.5300000000000011,0.0950364431486894,0.19429300291545323,0.4891398131822822,32.84713825070553,203.32745036495848,203.94945741768217,-0.6220070527236885,-0.3541472903707701,Baixa,204.41,-0.13516476344691306,-0.04515352300726362,-0.14011958637275496,-0.13516476344691306,-0.12594491657601858,-0.08489078988868386,-0.057770920638578735,-0.05084236444154248,
2025-09-06 05:30:00,202.37,SOLUSDT,24062.187,4874695.07498,-0.37000000000000455,0.0,0.37000000000000455,0.08824812578092588,0.2068435027072069,0.4266420004782249,29.90533016238203,203.08808777371885,203.87241071438058,-0.784322940661724,-0.4401824204289609,Baixa,204.41,-0.15712357258518891,-0.053828960909347225,-0.21758968977957074,-0.15712357258518891,-0.1417801160034459,-0.11466809241651842,-0.08480546320621134,-0.06095320190258463,
2025-09-06 05:45:00,202.26,SOLUSDT,19052.439,3854124.4286,-0.11000000000001364,0.0,0.11000000000001364,0.08194468822514546,0.19992610965669308,0.40987487010005014,29.071719681829904,202.88106583028915,203.79375653319127,-0.9126907029021254,-0.5346840769235938,Baixa,204.41,-0.18884267943888133,-0.06505681647475467,-0.2231922673346879,-0.18884267943888133,-0.165085087002559,-0.138395008706328,-0.10956563586619568,-0.07500061571266203,
2025-09-06 06:00:00,202.63,SOLUSDT,16861.414,3411681.478,0.37000000000000455,0.37000000000000455,-0.0,0.1025200676376354,0.18564567325264356,0.5522351576603498,35.57677165956747,202.81829937271687,203.73698792181608,-0.9186885490992154,-0.6114849713587182,Baixa,204.41,-0.185632009579156,-0.07046867908571305,-0.13489420050103085,-0.185632009579156,-0.16551024382335183,-0.1489477716812606,-0.12922842270384013,-0.0904647474987803,
2025-09-06 06:15:00,202.37,SOLUSDT,21521.0,4355043.22578,-0.2599999999999909,0.0,0.2599999999999909,0.0951972056635186,0.19095669659173978,0.49852771524974393,33.26783416659461,202.70622452953765,203.6703055841665,-0.9640810546288492,-0.6820041880127444,Baixa,204.41,-0.15122400718436305,-0.06937264595958602,-0.08742065037574805,-0.15122400718436305,-0.16288268286751653,-0.1507108287609509,-0.14066257576913968,-0.1076432034812275,-0.07787532849064181
2025-09-06 06:30:00,202.4,SOLUSDT,14702.701,2976429.30036,0.030000000000001137,0.030000000000001137,-0.0,0.09054026240183878,0.17731693254947264,0.5106126138098933,33.80169138943471,202.62966839715324,203.60833945810958,-0.9786710609563443,-0.7413375626014644,Baixa,204.41,-0.10916800538826375,-0.06515934615668227,-0.09431548778181237,-0.10916800538826375,-0.14975129786491917,-0.14982100035858112,-0.14405462413454495,-0.11962525975377396,-0.08514521817249426
