data,valor_fechamento,criptomoeda,volume_compra,volume_venda,change,gain,loss,avg_gain,avg_loss,rs,rsi,variacao_diaria,total_linhas,ano,mes,ema_short,ema_long,macd,macd_signal,indicativo_macd,grad_n3,grad_n5,grad_n7,grad_n10,max_50,gradiente_ema_curto,gradiente_ema_longo
2025-09-06 12:15:00,202.73,SOLUSDT,5362.473,1086583.07975,0.1599999999999966,0.1599999999999966,-0.0,0.11650317860499612,0.12441679465076019,0.9363943102056462,48.35762557607394,0.07898504220762437,192,2025,9,202.60398076663535,202.95605735780512,-0.3520765911697765,-0.3254694496152049,Baixa,0.022340812975125607,-0.03866376878979947,-0.062271289262208034,-0.045305727286602065,204.41,-0.03866376878979947,-0.026500717568456362
2025-09-06 12:30:00,202.42,SOLUSDT,9877.439,2000219.19875,-0.3100000000000023,0.0,0.3100000000000023,0.10818152299035354,0.13767273788999176,0.7857875469637035,44.0022973785288,-0.15291274108419906,192,2025,9,202.5579855749765,202.9299082184,-0.37192264342348835,-0.3347600883768616,Baixa,-0.001994390268666615,-0.007747826592356316,-0.04884632408953421,-0.04481262879830286,204.41,-0.007747826592356316,-0.0210616581748514
2025-09-06 12:45:00,202.27,SOLUSDT,8893.237,1799497.78178,-0.14999999999997726,0.0,0.14999999999997726,0.10045427134818542,0.13855325661213358,0.725022809311494,42.029752035619246,-0.0741033494713883,192,2025,9,202.48598918123238,202.89771757359998,-0.41172839236759273,-0.35015374917500786,Baixa,-0.05899579270147721,-0.015060869944294319,-0.03306331449570986,-0.04954886553811651,204.41,-0.015060869944294319,-0.021839138263904906
2025-09-06 13:00:00,202.14,SOLUSDT,8178.076,1653436.35593,-0.13000000000002387,0.0,0.13000000000002387,0.09327896625188646,0.1379423097112686,0.6762172276738848,40.34186121641782,-0.06427052949029566,192,2025,9,202.39949188592428,202.86075574074144,-0.4612638548171617,-0.37237577030343866,Baixa,-0.07924684452610967,-0.044295652458211474,-0.028904628728909965,-0.05087377036570739,204.41,-0.044295652458211474,-0.02721283883641693
2025-09-06 13:15:00,202.05,SOLUSDT,8557.952,1729702.68768,-0.08999999999997499,0.0,0.08999999999997499,0.08661618294818028,0.13451785901760477,0.6439009926320977,39.16908594362055,-0.04452359750666268,192,2025,9,202.3121189144432,202.82120668021747,-0.5090877657742681,-0.3997181693976046,Baixa,-0.08693513339458478,-0.07422173934365102,-0.04230347154668465,-0.05071593383488532,204.41,-0.07422173934365102,-0.033885383283391274
2025-09-06 13:30:00,201.66,SOLUSDT,39510.858,7967712.92786,-0.3900000000000148,0.0,0.3900000000000148,0.08042931273759599,0.15276658337349122,0.5264849874985975,34.49002065597328,-0.19302152932443306,192,2025,9,202.1490891858324,202.76456245191417,-0.6154732660817785,-0.44286918873443937,Baixa,-0.1252013500459357,-0.09916630450774255,-0.07074546080286175,-0.05332482916404392,204.41,-0.09916630450774255,-0.04072024263541207
2025-09-06 13:45:00,202.33,SOLUSDT,18464.591,3730724.47118,0.6700000000000159,0.6700000000000159,-0.0,0.12254150468491169,0.14185468456109898,0.863852364580397,46.34768187634182,0.3322423881781278,192,2025,9,202.1943168893743,202.7433642835281,-0.5490473941538028,-0.4641048298183121,Baixa,-0.0589010125344659,-0.08337472838080687,-0.07930909560215084,-0.052296652176072274,204.41,-0.08337472838080687,-0.0404899868971018
2025-09-06 14:00:00,202.17,SOLUSDT,13356.359,2704347.85778,-0.160000000000025,0.0,0.160000000000025,0.11378854006456085,0.14315077852102226,0.7948859324425578,44.286153123995064,-0.07907873276331578,192,2025,9,202.18823766703073,202.7153952940877,-0.5271576270569653,-0.47671538926604273,Baixa,0.019574240599172735,-0.05403104628560239,-0.06939253598731972,-0.05461642852599006,204.41,-0.05403104628560239,-0.036856328999682046
2025-09-06 14:15:00,202.32,SOLUSDT,35606.373,7195999.29733,0.15000000000000568,0.15000000000000568,-0.0,0.11637507291709262,0.1329257229123778,0.8754894866647062,46.68058620907766,0.07419498441905148,192,2025,9,202.22117825027306,202.69610771876634,-0.4749294684932863,-0.47635820511149146,Alta,0.013430680449374384,-0.014273284714209399,-0.04766940199049276,-0.05390171533388505,204.38,-0.014273284714209399,-0.029936508072894066
2025-09-06 14:30:00,202.44,SOLUSDT,13275.915,2687107.51219,0.12000000000000455,0.12000000000000455,-0.0,0.11663399628015776,0.12343102841863653,0.944932548763788,48.58433519272395,0.05931198102016033,192,2025,9,202.27588368770478,202.68361465931432,-0.40773097160953853,-0.4626327584111009,Alta,0.04382301033700514,0.02804503646432208,-0.018341337207142958,-0.04592628650040003,204.38,0.02804503646432208,-0.020915214996147426
2025-09-06 14:45:00,202.05,SOLUSDT,11458.68,2315862.65366,-0.38999999999998636,0.0,0.38999999999998636,0.10830299654586077,0.1424716692458758,0.7601721599748568,43.18737548864058,-0.19264967397746302,192,2025,9,202.2194127657786,202.65270662715264,-0.4332938613740396,-0.4567649790036887,Alta,-0.0008827422472332072,0.013783777348265493,8.328280891815824e-05,-0.034762896693489656,204.38,0.013783777348265493,-0.02130959475244192
2025-09-06 15:00:00,201.52,SOLUSDT,21301.07,4298147.5268,-0.5300000000000011,0.0,0.5300000000000011,0.10056706822115644,0.1701522642997419,0.5910416099076795,37.14809255943815,-0.2623113090819085,192,2025,9,202.04455957433396,202.5974526453403,-0.5528930710063378,-0.4759905974042185,Baixa,-0.11566205668543977,-0.028912166988830385,-0.006276823607586104,-0.03154186948981286,204.38,-0.028912166988830385,-0.027928638910881213
2025-09-06 15:15:00,202.15,SOLUSDT,9407.512,1899968.72255,0.6299999999999955,0.6299999999999955,-0.0,0.13838370620535922,0.1579985311354746,0.8758543842835045,46.69095808404356,0.31262405716554476,192,2025,9,202.07091968075048,202.575625687031,-0.5047060062805144,-0.48173367917947774,Baixa,-0.07424654251407262,-0.053184125241611584,-0.0235469034199788,-0.02545943242038598,204.38,-0.053184125241611584,-0.03271260774450078
2025-09-06 15:30:00,201.74,SOLUSDT,7344.32,1482748.86696,-0.4099999999999966,0.0,0.4099999999999966,0.1284991557621193,0.17599863605436902,0.73011449771931,42.20035718339852,-0.2028196883502309,192,2025,9,201.98818976056288,202.53486345839534,-0.5466736978324604,-0.4947216829100743,Baixa,-0.02818490688554559,-0.0723880939312191,-0.040428034707837644,-0.024624877345588242,204.38,-0.0723880939312191,-0.03745833419598324
2025-09-06 15:45:00,201.26,SOLUSDT,34353.541,6917272.69229,-0.4800000000000182,0.0,0.4800000000000182,0.11932064463625362,0.19771301919334397,0.6035042362059613,37.63658508529468,-0.23793000892238236,192,2025,9,201.80614232042217,202.4726749970102,-0.6665326765880195,-0.5290838816456633,Baixa,-0.1323886801641649,-0.08829107044839424,-0.07032102603087725,-0.03455956710009008,204.21,-0.08829107044839424,-0.04226524472299719
2025-09-06 16:00:00,201.37,SOLUSDT,20563.294,4140963.35088,0.11000000000001364,0.11000000000001364,-0.0,0.11865488430509362,0.1835906606795337,0.6463013089332001,39.25777774859464,0.054655669283509845,192,2025,9,201.69710674031663,202.4188859727658,-0.7217792324491654,-0.5676229518063638,Baixa,-0.14554151012314656,-0.09596830283629822,-0.09354434095171618,-0.05517725108265315,204.07,-0.09596830283629822,-0.046008403517000855
2025-09-06 16:15:00,201.66,SOLUSDT,35600.698,7160688.15335,0.28999999999999204,0.28999999999999204,-0.0,0.1308938211404435,0.17047704205956699,0.7678090818510767,43.43280559725953,0.1440135074737947,192,2025,9,201.68783005523747,202.381867144826,-0.6940370895885337,-0.5929057793627979,Baixa,-0.05915613259238191,-0.10572622712725038,-0.09122968428521605,-0.0678071807362326,203.71,-0.10572622712725038,-0.05034945700395177
2025-09-06 16:30:00,201.8,SOLUSDT,10412.588,2100632.67343,0.14000000000001478,0.14000000000001478,-0.0,0.13154426248755574,0.15830011048388365,0.8309802316969837,45.38444584553581,0.06942378260439419,192,2025,9,201.7158725414281,202.35348338166375,-0.6376108402356522,-0.6018467915373688,Baixa,0.009382900555748391,-0.0662946703454344,-0.0729758346424902,-0.07317356737035956,203.71,-0.0662946703454344,-0.045356800564756224
2025-09-06 16:45:00,201.62,SOLUSDT,17010.114,3435196.53653,-0.18000000000000682,0.0,0.18000000000000682,0.12214824373844461,0.15985010259217816,0.7641424169121654,43.315234052909865,-0.08919722497522375,192,2025,9,201.69190440607107,202.31770370450943,-0.625799298438352,-0.6066372929175654,Baixa,0.0020371754168160357,-0.020971002759080617,-0.06428544741044177,-0.0719256300732198,203.49,-0.020971002759080617,-0.03753451761037679
2025-09-06 17:00:00,201.61,SOLUSDT,7123.361,1436405.09536,-0.009999999999990905,0.0,0.009999999999990905,0.11342336918569858,0.14914652383559335,0.7604828209789657,43.197400844620454,-0.004959825414141417,192,2025,9,201.6714283045533,202.28318157258212,-0.6117532680288207,-0.6076604879398165,Baixa,-0.02222211843739723,-0.004728252069312686,-0.04142837127211943,-0.06173210134279043,203.49,-0.004728252069312686,-0.03355722406840977
2025-09-06 17:15:00,201.17,SOLUSDT,10071.966,2028081.06377,-0.44000000000002615,0.0,0.44000000000002615,0.10532169995814868,0.16992177213305285,0.6198246324530987,38.26492201902266,-0.21824314270126877,192,2025,9,201.54607122841497,202.22888003245615,-0.6828088040411728,-0.6226901511600879,Baixa,-0.07291658882808037,-0.03279618905199375,-0.02955342131123118,-0.054814227522246496,203.49,-0.03279618905199375,-0.037627603382135284
2025-09-06 17:30:00,200.05,SOLUSDT,84318.701,16888593.09095,-1.1199999999999761,0.0,1.1199999999999761,0.09779872138970948,0.23778450269497592,0.4112914015896287,29.142911316994116,-0.5567430531391193,192,2025,9,201.17205342131123,202.12259320160462,-0.9505397802933828,-0.6882600769867468,Baixa,-0.24968744162101517,-0.12334714178900523,-0.06796863741199398,-0.07179248882350402,203.49,-0.12334714178900523,-0.055060403217163864
